Steel,C,Si,Mn,Cr,Mo,Ni,Al,Cu,ppmB,Pa,Rc,lnRc,Texp
B025,0.28,0.27,1.4,0,0,0,0,0,0,1087.22,0.016,-4.135166557,735
B026,0.36,0.28,1.43,0,0,0,0,0,0,1078.17,16.6,2.809402695,637
B026,0.36,0.28,1.43,0,0,0,0,0,0,1078.17,1.66,0.506817602,680
B026,0.36,0.28,1.43,0,0,0,0,0,0,1078.17,0.166,-1.795767491,700
B026,0.36,0.28,1.43,0,0,0,0,0,0,1078.17,0.016,-4.135166557,715
B027,0.15,0.28,1.5,0,0,0,0,0,0,1159.36,16.6,2.809402695,755
B027,0.15,0.28,1.5,0,0,0,0,0,0,1159.36,1.66,0.506817602,767
B027,0.15,0.28,1.49,0,0,0,0,0,0,1159.36,0.166,-1.795767491,780
B027,0.15,0.28,1.49,0,0,0,0,0,0,1159.36,0.016,-4.135166557,780
B028,0.19,0.24,1.7,0,0,0,0,0,0,1087.22,16.6,2.809402695,740
B028,0.19,0.24,1.7,0,0,0,0,0,0,1087.22,1.66,0.506817602,760
B028,0.19,0.24,1.7,0,0,0,0,0,0,1087.22,0.166,-1.795767491,770
B028,0.19,0.24,1.7,0,0,0,0,0,0,1087.22,0.016,-4.135166557,778
B029,0.28,0.27,1.8,0,0,0,0,0,0,1078.17,16.6,2.809402695,642
B029,0.28,0.27,1.8,0,0,0,0,0,0,1078.17,1.66,0.506817602,693
B029,0.28,0.27,1.8,0,0,0,0,0,0,1078.17,0.166,-1.795767491,720
B029,0.28,0.27,1.8,0,0,0,0,0,0,1078.17,0.016,-4.135166557,735
B030,0.36,0.28,1.83,0,0,0,0,0,0,1069.11,1.66,0.506817602,668
B030,0.36,0.28,1.83,0,0,0,0,0,0,1069.11,0.166,-1.795767491,704
B030,0.36,0.28,1.83,0,0,0,0,0,0,1069.11,0.016,-4.135166557,718
B031,0.3,0.21,2.21,0,0,0,0,0,0,1078.17,1.66,0.506817602,660
B031,0.3,0.21,2.21,0,0,0,0,0,0,1078.17,0.166,-1.795767491,685
B031,0.3,0.21,2.21,0,0,0,0,0,0,1078.17,0.016,-4.135166557,693
B032,0.38,0.36,2.25,0,0,0,0,0,0,1078.17,1.66,0.506817602,655
B032,0.38,0.36,2.25,0,0,0,0,0,0,1078.17,0.166,-1.795767491,693
B032,0.38,0.36,2.25,0,0,0,0,0,0,1078.17,0.016,-4.135166557,700
B033,0.46,0.37,2.27,0,0,0,0,0,0,1069.11,1.66,0.506817602,605
B033,0.46,0.37,2.27,0,0,0,0,0,0,1069.11,0.166,-1.795767491,622
B033,0.46,0.37,2.27,0,0,0,0,0,0,1069.11,0.016,-4.135166557,632
B037,0.27,0.27,1.83,0,0.43,0,0,0,0,1064.58,0.166,-1.795767491,705
B037,0.27,0.27,1.83,0,0.43,0,0,0,0,1064.58,0.016,-4.135166557,718
B038,0.3,0.27,1.85,0,0.44,0,0,0,0,1064.58,0.166,-1.795767491,695
B038,0.3,0.27,1.85,0,0.44,0,0,0,0,1064.58,0.016,-4.135166557,720
B039,0.32,0.25,1.82,0,0.43,0,0,0,0,1064.58,0.166,-1.795767491,690
B039,0.32,0.25,1.81,0,0.43,0,0,0,0,1064.58,0.016,-4.135166557,704
B040,0.35,0.28,1.87,0,0.47,0,0,0,0,1064.58,0.166,-1.795767491,670
B040,0.35,0.28,1.87,0,0.47,0,0,0,0,1064.58,0.016,-4.135166557,700
B041,0.37,0.26,1.83,0,0.46,0,0,0,0,1064.58,0.166,-1.795767491,675
B041,0.37,0.26,1.83,0,0.46,0,0,0,0,1064.58,0.016,-4.135166557,700
B042,0.38,0.36,1.84,0,0.78,0,0,0,0,1064.58,0.166,-1.795767491,650
B042,0.38,0.36,1.84,0,0.78,0,0,0,0,1064.58,0.016,-4.135166557,715
B043,0.22,0.25,1.2,0.68,0,0.21,0,0.37,0,1096.26,16.6,2.809402695,660
B043,0.22,0.25,1.2,0.68,0,0.21,0,0.37,0,1096.26,1.66,0.506817602,720
B043,0.22,0.25,1.2,0.68,0,0.21,0,0.37,0,1096.26,0.166,-1.795767491,750
B043,0.22,0.25,1.19,0.68,0,0.21,0,0.37,0,1096.26,0.016,-4.135166557,760
B044,0.16,0.27,1.16,1.03,0,0,0,0,0,1087.22,16.6,2.809402695,665
B044,0.16,0.27,1.16,1.03,0,0,0,0,0,1087.22,1.66,0.506817602,720
B044,0.16,0.27,1.16,1.03,0,0,0,0,0,1087.22,0.166,-1.795767491,740
B044,0.16,0.27,1.16,1.03,0,0,0,0,0,1087.22,0.016,-4.135166557,755
B045,0.2,0.29,1.36,1.28,0,0.17,0,0,0,1087.22,1.66,0.506817602,715
B045,0.2,0.29,1.36,1.28,0,0.17,0,0,0,1087.22,0.166,-1.795767491,750
B045,0.2,0.29,1.36,1.28,0,0.17,0,0,0,1087.22,0.016,-4.135166557,760
B046,0.19,0.24,1.83,0,0.33,0.64,0,0,0,1087.22,0.166,-1.795767491,712
B046,0.19,0.24,1.83,0,0.33,0.64,0,0,0,1087.22,0.016,-4.135166557,730
B047,0.27,0.3,1.54,0.52,0.29,0.85,0,0,0,1069.11,0.166,-1.795767491,692
B047,0.27,0.3,1.54,0.52,0.29,0.85,0,0,0,1069.11,0.016,-4.135166557,705
B048,0.33,0.32,1.57,0.53,0.31,0.84,0,0,0,1069.11,0.166,-1.795767491,680
B048,0.33,0.32,1.57,0.53,0.31,0.84,0,0,0,1069.11,0.016,-4.135166557,702
B049,0.37,0.32,1.57,0.53,0.33,0.83,0,0,0,1069.11,0.166,-1.795767491,660
B049,0.37,0.32,1.57,0.53,0.33,0.83,0,0,0,1069.11,0.016,-4.135166557,678
B050,0.38,0.34,1.61,0.59,0.33,0.83,0,0,0,1069.11,0.166,-1.795767491,658
B050,0.38,0.34,1.61,0.59,0.33,0.83,0,0,0,1069.11,0.016,-4.135166557,673
B051,0.43,0.33,1.58,0.54,0.34,0.82,0,0,0,1069.11,0.166,-1.795767491,643
B051,0.43,0.33,1.58,0.54,0.34,0.82,0,0,0,1069.11,0.016,-4.135166557,662
B052,0.4,2.34,0.95,0,0,0,0,0,0,1123.35,16.6,2.809402695,680
B052,0.4,2.34,0.95,0,0,0,0,0,0,1123.35,1.66,0.506817602,735
B052,0.4,2.34,0.95,0,0,0,0,0,0,1123.35,0.166,-1.795767491,762
B052,0.4,2.34,0.95,0,0,0,0,0,0,1123.35,0.016,-4.135166557,780
B053,0.54,2.59,0.97,0.12,0,0.13,0,0,0,1123.35,6,1.791759469,690
B053,0.54,2.59,0.97,0.12,0,0.13,0,0,0,1123.35,1.66,0.506817602,735
B053,0.54,2.59,0.97,0.12,0,0.13,0,0,0,1123.35,0.166,-1.795767491,770
B053,0.54,2.59,0.97,0.12,0,0.13,0,0,0,1123.35,0.016,-4.135166557,780
B054,0.59,2.63,0.97,0,0,0,0,0,0,1123.35,6,1.791759469,700
B054,0.59,2.63,0.97,0,0,0,0,0,0,1123.35,1.66,0.506817602,735
B054,0.59,2.63,0.97,0,0,0,0,0,0,1123.35,0.166,-1.795767491,770
B054,0.59,2.63,0.97,0,0,0,0,0,0,1123.35,0.016,-4.135166557,780
B055,0.62,2.62,0.97,0,0,0,0,0,0,1123.35,5,1.609437912,700
B055,0.62,2.62,0.97,0,0,0,0,0,0,1123.35,1.66,0.506817602,730
B055,0.62,2.62,0.97,0,0,0,0,0,0,1123.35,0.166,-1.795767491,765
B055,0.62,2.62,0.97,0,0,0,0,0,0,1123.35,0.016,-4.135166557,778
B059,0.17,0.29,0.42,0,0.37,0,0,0,0,1136.87,16.666,2.813370716,745
B059,0.17,0.29,0.42,0,0.37,0,0,0,0,1136.87,1.666,0.510425544,788
B059,0.17,0.29,0.42,0,0.37,0,0,0,0,1136.87,0.166,-1.795767491,800
B059,0.17,0.29,0.42,0,0.37,0,0,0,0,1136.87,0.016,-4.135166557,805
B060,0.24,0.38,0.94,0,0.34,0,0,0,0,1114.33,16.6,2.809402695,720
B060,0.24,0.38,0.94,0,0.34,0,0,0,0,1114.33,1.66,0.506817602,745
B060,0.24,0.38,0.94,0,0.34,0,0,0,0,1114.33,0.166,-1.795767491,760
B060,0.24,0.38,0.94,0,0.34,0,0,0,0,1114.33,0.016,-4.135166557,775
B061,0.32,0.41,0.85,0,0.42,0,0,0,0,1050.97,1.66,0.506817602,705
B061,0.32,0.41,0.85,0,0.42,0,0,0,0,1050.97,0.166,-1.795767491,730
B061,0.32,0.41,0.85,0,0.42,0,0,0,0,1050.97,0.016,-4.135166557,740
B062,0.4,0.43,0.88,0,0.46,0,0,0,0,1032.79,0.166,-1.795767491,700
B062,0.4,0.43,0.88,0,0.46,0,0,0,0,1032.79,0.016,-4.135166557,710
B063,0.48,0.37,0.88,0,0.48,0,0,0,0,1032.79,1.66,0.506817602,650
B063,0.48,0.37,0.88,0,0.48,0,0,0,0,1032.79,0.166,-1.795767491,690
B063,0.48,0.37,0.88,0,0.48,0,0,0,0,1032.79,0.016,-4.135166557,700
B064,0.22,0.3,0.47,0,0.69,0,0,0,0,1069.11,1.66,0.506817602,740
B064,0.22,0.3,0.47,0,0.69,0,0,0,0,1069.11,0.166,-1.795767491,760
B064,0.22,0.3,0.47,0,0.69,0,0,0,0,1069.11,0.016,-4.135166557,780
B065,0.38,0.43,0.86,0,0.92,0,0,0,0,1041.88,0.166,-1.795767491,705
B065,0.38,0.43,0.86,0,0.92,0,0,0,0,1041.88,0.016,-4.135166557,720
B067,0.36,0.27,0.86,0,0,0.96,0,0,0,1069.11,16.6,2.809402695,662
B067,0.36,0.27,0.86,0,0,0.96,0,0,0,1069.11,1.66,0.506817602,703
B067,0.36,0.27,0.86,0,0,0.96,0,0,0,1069.11,0.166,-1.795767491,720
B067,0.36,0.27,0.86,0,0,0.96,0,0,0,1069.11,0.016,-4.135166557,737
B068,0.43,0.28,0.87,0,0,0.94,0,0,0,1069.11,1.66,0.506817602,688
B068,0.43,0.28,0.87,0,0,0.94,0,0,0,1069.11,0.166,-1.795767491,712
B068,0.43,0.28,0.87,0,0,0.94,0,0,0,1069.11,0.016,-4.135166557,723
B071,0.1,0.28,0.55,0.05,0,4.22,0,0.09,0,1060.04,16.6,2.809402695,648
B071,0.1,0.28,0.55,0.05,0,4.22,0,0.09,0,1060.04,1.66,0.506817602,680
B071,0.1,0.28,0.55,0.05,0,4.22,0,0.09,0,1060.04,0.166,-1.795767491,697
B071,0.1,0.28,0.55,0.05,0,4.22,0,0.09,0,1060.04,0.016,-4.135166557,705
B072,0.33,0.27,0.73,0.08,0.17,3.76,0,0,0,1060.04,0.166,-1.795767491,600
B072,0.33,0.27,0.73,0.08,0.17,3.76,0,0,0,1060.04,0.016,-4.135166557,633
B073,0.4,0.31,0.71,0.26,0.16,3.68,0,0,0,1078.17,0.016,-4.135166557,600
B074,0.1,0.22,0.25,0,0,5.29,0,0,0,1023.7,0.166,-1.795767491,600
B076,0.16,0.28,1.59,0.22,0.06,1.73,0,0,0,1060.04,1.66,0.506817602,670
B076,0.16,0.28,1.59,0.22,0.06,1.73,0,0,0,1060.04,0.166,-1.795767491,723
B076,0.16,0.28,1.59,0.22,0.06,1.73,0,0,0,1060.04,0.016,-4.135166557,737
B077,0.17,0.22,0.42,0.22,0.31,2.06,0,0,0,1060.04,1.66,0.506817602,724
B077,0.17,0.22,0.42,0.22,0.31,2.06,0,0,0,1060.04,0.166,-1.795767491,740
B077,0.17,0.22,0.42,0.22,0.31,2.06,0,0,0,1060.04,0.016,-4.135166557,752
B078,0.24,0.24,0.47,0.23,0.35,2.05,0,0,0,1050.97,1.66,0.506817602,661
B078,0.24,0.24,0.47,0.23,0.35,2.05,0,0,0,1050.97,0.166,-1.795767491,707
B078,0.24,0.24,0.46,0.23,0.35,2.05,0,0,0,1050.97,0.016,-4.135166557,720
B079,0.4,0.19,0.19,0.18,0.41,1.91,0,0,0,1064.58,0.166,-1.795767491,667
B079,0.4,0.19,0.19,0.18,0.41,1.91,0,0,0,1064.58,0.016,-4.135166557,695
B082,0.15,0.22,0.72,0.69,0.06,0.97,0,0,0,1136.87,16.6,2.809402695,690
B082,0.15,0.22,0.72,0.69,0.06,0.97,0,0,0,1136.87,1.66,0.506817602,730
B082,0.15,0.22,0.72,0.69,0.06,0.97,0,0,0,1136.87,0.166,-1.795767491,743
B082,0.15,0.22,0.71,0.69,0.06,0.97,0,0,0,1136.87,0.016,-4.135166557,753
B083,0.16,0.22,0.73,0.93,0.06,1.31,0,0,0,1136.87,1.66,0.506817602,724
B083,0.16,0.22,0.73,0.93,0.06,1.31,0,0,0,1136.87,0.166,-1.795767491,741
B083,0.16,0.22,0.73,0.93,0.06,1.31,0,0,0,1136.87,0.016,-4.135166557,755
B084,0.35,0.29,0.78,0.76,0,1.43,0,0,0,1069.11,1.66,0.506817602,643
B084,0.35,0.29,0.78,0.76,0,1.43,0,0,0,1069.11,0.166,-1.795767491,697
B084,0.35,0.29,0.78,0.76,0,1.43,0,0,0,1069.11,0.016,-4.135166557,703
B085,0.4,0.3,0.78,0.76,0,1.41,0,0,0,1069.11,0.166,-1.795767491,690
B085,0.4,0.3,0.78,0.76,0,1.41,0,0,0,1069.11,0.016,-4.135166557,707
B086,0.14,0.26,0.3,1.65,0,1.74,0,0,0,1087.22,1.66,0.506817602,704
B086,0.14,0.26,0.3,1.65,0,1.74,0,0,0,1087.22,0.166,-1.795767491,722
B086,0.14,0.26,0.29,1.65,0,1.74,0,0,0,1087.22,0.016,-4.135166557,738
B087,0.15,0.27,0.67,1.03,0,1.64,0,0,0,1087.22,16.6,2.809402695,645
B087,0.15,0.27,0.67,1.03,0,1.64,0,0,0,1087.22,1.66,0.506817602,718
B087,0.15,0.27,0.67,1.03,0,1.64,0,0,0,1087.22,0.166,-1.795767491,732
B087,0.15,0.27,0.67,1.03,0,1.64,0,0,0,1087.22,0.016,-4.135166557,739
B089,0.32,0.24,0.52,1.3,0,3.22,0,0,0,1060.04,0.016,-4.135166557,677
B090,0.12,0.22,0.37,0.98,0,3.73,0,0,0,1050.97,0.166,-1.795767491,673
B090,0.12,0.22,0.37,0.98,0,3.73,0,0,0,1050.97,0.016,-4.135166557,698
B093,0.15,0.21,0.7,0.55,0.22,0.62,0,0,0,1050.97,16.6,2.809402695,743
B093,0.15,0.21,0.7,0.55,0.22,0.62,0,0,0,1050.97,1.66,0.506817602,787
B093,0.15,0.21,0.7,0.55,0.22,0.62,0,0,0,1050.97,0.166,-1.795767491,800
B093,0.15,0.21,0.7,0.55,0.22,0.62,0,0,0,1050.97,0.016,-4.135166557,800
B094,0.24,0.24,0.8,0.57,0.28,0.63,0,0,0,1050.97,16.6,2.809402695,705
B094,0.24,0.24,0.8,0.57,0.28,0.63,0,0,0,1050.97,1.66,0.506817602,758
B094,0.24,0.24,0.79,0.57,0.28,0.63,0,0,0,1050.97,0.166,-1.795767491,783
B094,0.24,0.24,0.79,0.57,0.28,0.63,0,0,0,1050.97,0.016,-4.135166557,796
B095,0.3,0.32,0.83,0.59,0.3,0.62,0,0,0,1069.11,1.66,0.506817602,690
B095,0.3,0.32,0.83,0.59,0.3,0.62,0,0,0,1069.11,0.166,-1.795767491,728
B095,0.3,0.32,0.83,0.58,0.3,0.62,0,0,0,1069.11,0.016,-4.135166557,738
B096,0.41,0.34,0.93,0.6,0.33,0.6,0,0,0,1069.11,0.166,-1.795767491,699
B096,0.41,0.34,0.93,0.6,0.33,0.6,0,0,0,1069.11,0.016,-4.135166557,717
B097,0.48,0.47,0.87,0.7,0.35,0.64,0,0,0,1069.11,0.166,-1.795767491,687
B097,0.48,0.47,0.87,0.7,0.35,0.64,0,0,0,1069.11,0.016,-4.135166557,725
B100,0.36,0.32,0.63,1.23,0.34,1.15,0,0,0,1069.11,0.166,-1.795767491,715
B100,0.36,0.32,0.63,1.23,0.34,1.15,0,0,0,1069.11,0.016,-4.135166557,732
B101,0.16,0.22,0.74,1.14,0.17,1.59,0,0,0,1060.04,1.66,0.506817602,696
B101,0.16,0.22,0.74,1.14,0.17,1.59,0,0,0,1060.04,0.166,-1.795767491,732
B101,0.16,0.22,0.74,1.14,0.17,1.59,0,0,0,1060.04,0.016,-4.135166557,740
B102,0.16,0.26,0.31,1.78,0.33,1.73,0,0,0,1078.17,0.166,-1.795767491,698
B102,0.16,0.26,0.3,1.78,0.33,1.73,0,0,0,1078.17,0.016,-4.135166557,719
B103,0.36,0.31,0.7,1.74,0.37,1.62,0,0,0,1069.11,0.016,-4.135166557,687
B104,0.4,0.32,0.57,1.4,0.23,1.6,0,0,0,1069.11,0.016,-4.135166557,707
B105,0.4,0.32,0.57,1.4,0.47,1.6,0,0,0,1069.11,0.016,-4.135166557,707
B106,0.16,0.22,0.76,1.15,0.18,2.05,0,0,0,1050.97,1.66,0.506817602,677
B106,0.16,0.22,0.76,1.15,0.18,2.05,0,0,0,1050.97,0.166,-1.795767491,730
B106,0.16,0.22,0.75,1.15,0.18,2.05,0,0,0,1050.97,0.016,-4.135166557,744
B107,0.41,0.32,0.71,0.93,0.4,1.92,0,0,0,1069.11,0.166,-1.795767491,680
B107,0.41,0.32,0.71,0.93,0.4,1.92,0,0,0,1069.11,0.016,-4.135166557,700
B108,0.17,0.22,0.49,1.69,0.23,2.26,0,0,0,1050.97,0.166,-1.795767491,707
B108,0.17,0.22,0.49,1.69,0.23,2.26,0,0,0,1050.97,0.016,-4.135166557,720
B109,0.3,0.3,0.37,2.28,0.55,2.17,0,0,0,1069.11,0.166,-1.795767491,670
B109,0.3,0.3,0.37,2.28,0.55,2.17,0,0,0,1069.11,0.016,-4.135166557,703
B111,0.4,0.31,0.57,0.75,0.88,2.7,0,0,0,1050.97,0.016,-4.135166557,653
B112,0.31,0.3,0.49,1.19,0.42,3.2,0,0,0,1050.97,0.016,-4.135166557,638
B113,0.12,0.3,0.48,0.63,0.23,3.65,0,0,0,1078.17,0.016,-4.135166557,680
B113,0.12,0.3,0.48,0.63,0.23,3.65,0,0,0,1078.17,0.166,-1.795767491,670
B113,0.12,0.3,0.48,0.63,0.23,3.65,0,0,0,1078.17,1.66,0.506817602,640
B114,0.13,0.22,0.38,0.93,0.22,3.89,0,0,0,1041.88,1.66,0.506817602,633
B114,0.13,0.22,0.38,0.93,0.22,3.89,0,0,0,1041.88,0.166,-1.795767491,673
B114,0.13,0.22,0.38,0.93,0.22,3.89,0,0,0,1041.88,0.016,-4.135166557,680
B118,0.15,0.22,0.09,0.44,0,0,0,0,0,1114.33,16.6,2.809402695,767
B118,0.15,0.22,0.09,0.44,0,0,0,0,0,1114.33,1.66,0.506817602,815
B118,0.15,0.22,0.08,0.44,0,0,0,0,0,1114.33,0.166,-1.795767491,828
B118,0.15,0.22,0.07,0.44,0,0,0,0,0,1114.33,0.016,-4.135166557,838
B119,0.38,0.34,0.71,0.6,0,0,0,0,0,1050.97,1.66,0.506817602,690
B119,0.38,0.34,0.71,0.6,0,0,0,0,0,1050.97,0.166,-1.795767491,718
B119,0.38,0.34,0.71,0.6,0,0,0,0,0,1050.97,0.016,-4.135166557,727
B120,0.46,0.35,0.72,0.61,0,0,0,0,0,1050.97,1.66,0.506817602,677
B120,0.46,0.35,0.72,0.61,0,0,0,0,0,1050.97,0.166,-1.795767491,718
B120,0.46,0.35,0.72,0.61,0,0,0,0,0,1050.97,0.016,-4.135166557,731
B122,0.2,0.23,0.74,0.9,0,0,0,0,0,1114.33,16.6,2.809402695,718
B122,0.2,0.23,0.74,0.9,0,0,0,0,0,1114.33,1.66,0.506817602,779
B122,0.2,0.23,0.74,0.9,0,0,0,0,0,1114.33,0.166,-1.795767491,804
B122,0.2,0.23,0.74,0.9,0,0,0,0,0,1114.33,0.016,-4.135166557,815
B124,0.2,0.35,0.67,1.07,0,0,0,0,0,1114.33,16.6,2.809402695,680
B124,0.2,0.35,0.67,1.07,0,0,0,0,0,1114.33,1.66,0.506817602,737
B124,0.2,0.35,0.67,1.07,0,0,0,0,0,1114.33,0.166,-1.795767491,760
B124,0.2,0.35,0.67,1.07,0,0,0,0,0,1114.33,0.016,-4.135166557,770
B125,0.3,0.25,0.67,1.23,0,0,0,0,0,1078.17,1.66,0.506817602,713
B125,0.3,0.25,0.67,1.23,0,0,0,0,0,1078.17,0.166,-1.795767491,745
B125,0.3,0.25,0.67,1.23,0,0,0,0,0,1078.17,0.016,-4.135166557,755
B126,0.39,0.27,0.7,1.25,0,0,0,0,0,1087.22,1.66,0.506817602,670
B126,0.39,0.27,0.7,1.25,0,0,0,0,0,1087.22,0.166,-1.795767491,712
B126,0.39,0.27,0.7,1.25,0,0,0,0,0,1087.22,0.016,-4.135166557,718
B135,0.14,0.25,0.29,0.65,0.57,0,0,0,0,1132.36,1.66,0.506817602,768
B135,0.14,0.25,0.29,0.65,0.57,0,0,0,0,1132.36,0.166,-1.795767491,812
B135,0.14,0.25,0.28,0.65,0.57,0,0,0,0,1132.36,0.016,-4.135166557,832
B136,0.2,0.29,0.67,0.45,0.58,0,0,0,0,1114.33,16.6,2.809402695,740
B136,0.2,0.29,0.67,0.45,0.58,0,0,0,0,1114.33,1.66,0.506817602,772
B136,0.2,0.29,0.67,0.45,0.58,0,0,0,0,1114.33,0.166,-1.795767491,788
B136,0.2,0.29,0.66,0.45,0.58,0,0,0,0,1114.33,0.016,-4.135166557,795
B137,0.12,0.29,0.19,0.89,0.56,0.17,0,0,0,1168.34,1.66,0.506817602,798
B137,0.12,0.29,0.18,0.89,0.56,0.17,0,0,0,1168.34,0.166,-1.795767491,832
B137,0.12,0.29,0.17,0.89,0.56,0.17,0,0,0,1168.34,0.016,-4.135166557,842
B138,0.27,0.16,0.48,0.86,0.77,0.22,0,0,0,1091.74,1.66,0.506817602,710
B138,0.27,0.16,0.48,0.86,0.77,0.22,0,0,0,1091.74,0.166,-1.795767491,742
B138,0.27,0.16,0.48,0.86,0.77,0.22,0,0,0,1091.74,0.016,-4.135166557,760
B140,0.18,0.28,0.64,1.1,0.24,0,0,0,0,1078.17,1.66,0.506817602,725
B140,0.18,0.28,0.64,1.1,0.24,0,0,0,0,1078.17,0.166,-1.795767491,758
B140,0.18,0.28,0.64,1.1,0.24,0,0,0,0,1078.17,0.016,-4.135166557,778
B141,0.26,0.31,0.64,1.21,0.3,0,0,0,0,1069.11,1.66,0.506817602,680
B141,0.26,0.31,0.64,1.21,0.3,0,0,0,0,1069.11,0.166,-1.795767491,732
B141,0.26,0.31,0.64,1.21,0.3,0,0,0,0,1069.11,0.016,-4.135166557,745
B142,0.3,0.32,0.37,1.17,0.29,0,0,0,0,1069.11,1.66,0.506817602,719
B142,0.3,0.32,0.37,1.17,0.29,0,0,0,0,1069.11,0.166,-1.795767491,755
B142,0.3,0.32,0.37,1.17,0.29,0,0,0,0,1069.11,0.016,-4.135166557,760
B143,0.34,0.33,0.61,1.24,0.38,0,0,0,0,1069.11,1.66,0.506817602,681
B143,0.34,0.33,0.61,1.24,0.38,0,0,0,0,1069.11,0.166,-1.795767491,740
B143,0.34,0.33,0.61,1.24,0.38,0,0,0,0,1069.11,0.016,-4.135166557,756
B144,0.36,0.33,0.84,1.19,0.31,0,0,0,0,1069.11,1.66,0.506817602,670
B144,0.36,0.33,0.83,1.19,0.31,0,0,0,0,1069.11,0.166,-1.795767491,739
B144,0.36,0.33,0.83,1.19,0.31,0,0,0,0,1069.11,0.016,-4.135166557,753
B145,0.4,0.27,0.91,1.26,0.48,0,0,0,0,1087.22,0.166,-1.795767491,712
B145,0.4,0.27,0.91,1.26,0.48,0,0,0,0,1087.22,0.016,-4.135166557,740
B146,0.46,0.35,0.92,1.21,0.34,0,0,0,0,1069.11,0.166,-1.795767491,708
B146,0.46,0.35,0.92,1.21,0.34,0,0,0,0,1069.11,0.016,-4.135166557,730
B147,0.5,0.35,0.93,1.22,0.38,0,0,0,0,1069.11,0.166,-1.795767491,670
B147,0.5,0.35,0.92,1.22,0.38,0,0,0,0,1069.11,0.016,-4.135166557,712
B149,0.35,0.35,0.45,1.46,0.76,0.15,0,0,0,1078.17,0.016,-4.135166557,760
B150,0.37,0.33,0.9,1.37,0.31,0,0,0,0,1078.17,1.66,0.506817602,692
B150,0.37,0.33,0.9,1.37,0.31,0,0,0,0,1078.17,0.166,-1.795767491,746
B150,0.37,0.33,0.9,1.37,0.31,0,0,0,0,1078.17,0.016,-4.135166557,760
B151,0.42,0.34,0.91,1.38,0.32,0,0,0,0,1078.17,1.66,0.506817602,638
B151,0.42,0.34,0.91,1.38,0.32,0,0,0,0,1078.17,0.166,-1.795767491,720
B151,0.42,0.34,0.91,1.38,0.32,0,0,0,0,1078.17,0.016,-4.135166557,739
B153,0.2,0.26,0.28,3.33,0.56,0,0,0,0,1132.36,0.166,-1.795767491,780
B153,0.2,0.26,0.28,3.33,0.56,0,0,0,0,1132.36,0.016,-4.135166557,800
B154,0.28,0.29,0.34,3.48,0.64,0,0,0,0,1132.36,0.166,-1.795767491,760
B154,0.28,0.29,0.33,3.48,0.64,0,0,0,0,1132.36,0.016,-4.135166557,785
B155,0.32,0.3,0.43,3.48,0.52,0.32,0,0,0,1114.33,0.016,-4.135166557,740
B156,0.17,0.14,0.39,3.42,0.55,0,0,0,0,1114.33,0.016,-4.135166557,760
B157,0.26,0.16,0.46,3.61,0.65,0,0,0,0,1114.33,0.016,-4.135166557,740
B158,0.14,0.24,0.1,4.7,0.5,0.14,0,0,0,1132.36,0.166,-1.795767491,775
B158,0.14,0.24,0.08,4.7,0.5,0.14,0,0,0,1132.36,0.016,-4.135166557,800
B159,0.28,0.27,0.33,5.48,0.63,0,0,0,0,1132.36,0.166,-1.795767491,760
B159,0.28,0.27,0.32,5.48,0.63,0,0,0,0,1132.36,0.016,-4.135166557,795
CM01,0.37,0.44,0.5,0,0,0,0,0,0,1091.82,3.185,1.158452289,732
CM01,0.37,0.44,0.5,0,0,0,0,0,0,1091.82,0.144,-1.937941979,754
CM01,0.37,0.44,0.49,0,0,0,0,0,0,1091.82,0.008,-4.828313737,767
CM02,0.36,0.44,0.51,0,0,0,0,0,0,1091.82,3.15,1.147402453,724
CM02,0.36,0.44,0.51,0,0,0,0,0,0,1091.82,0.132,-2.024953356,756
CM02,0.36,0.44,0.5,0,0,0,0,0,0,1091.82,0.006,-5.11599581,767
CM03,0.36,0.44,0.51,0,0.32,0,0,0,0,1091.82,2.81,1.033184483,722
CM03,0.36,0.44,0.51,0,0.32,0,0,0,0,1091.82,0.136,-1.995100393,751
CM03,0.36,0.44,0.5,0,0.32,0,0,0,0,1091.82,0.007,-4.96184513,763
CM04,0.21,0.33,0.61,0,0,3.31,0,0,0,1021.85,2.701,0.993622075,654
CM04,0.21,0.33,0.61,0,0,3.31,0,0,0,1021.85,0.13,-2.040220829,672
CM04,0.21,0.33,0.61,0,0,3.31,0,0,0,1021.85,0.007,-4.96184513,679
CM05,0.2,0.35,0.6,0,0.34,3.27,0,0,0,1026.65,0.131,-2.032557956,659
CM05,0.2,0.35,0.6,0,0.34,3.27,0,0,0,1026.65,0.027,-3.611918413,667
CM05,0.2,0.35,0.6,0,0.34,3.27,0,0,0,1026.65,0.007,-4.96184513,669
CM06,0.21,0.31,0.57,0,0.7,3.33,0,0,0,1045.83,0.125,-2.079441542,623
CM06,0.21,0.31,0.57,0,0.7,3.33,0,0,0,1045.83,0.028,-3.575550769,653
CM06,0.21,0.31,0.57,0,0.7,3.33,0,0,0,1045.83,0.008,-4.828313737,672
CM07,0.36,0.42,0.95,0,0,0,0,0,0,1050.63,2.8,1.029619417,703
CM07,0.36,0.42,0.95,0,0,0,0,0,0,1050.63,0.122,-2.103734234,716
CM07,0.36,0.42,0.95,0,0,0,0,0,0,1050.63,0.007,-4.96184513,720
CM08,0.37,0.42,0.93,0,0.4,0.82,0,0,0,1050.63,0.299,-1.207311706,701
